pokedex,name,japanese_name,chinese-name,classfication,type1,type2,abilities,percentage_male,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,base_happiness,capture_rate,generation,is_legendary,base_egg_steps,experience_growth,against_normal,against_fight,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark,against_fairy,img_url
663,Talonflame,Fiarrow閵夋洏鍋傞妶銈冨亜閵夊厳,鐑堢榉 / 鐑堢楣癓i猫ji脿ny墨ng,Scorching Pok鑼卪on,fire,flying,"['Flame Body', 'Gale Wings']",50.0,1.2,24.5,499,78,81,71,74,69,126,70.0,45,6,0,3840,1059860,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/a/ae/663Talonflame.png/600px-663Talonflame.png
664,Scatterbug,Kofukimushi閵堢偨鍎犻妶鍎妶,绮夎澏锜 / 绮夎澏铏獸臎ndi茅ch贸ng,Scatterdust Pok鑼卪on,bug,,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",50.0,0.3,2.5,200,38,35,40,27,25,35,70.0,255,6,0,3840,1000000,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/d/d3/664Scatterbug.png/500px-664Scatterbug.png
665,Spewpa,Kofuurai閵堢偨鍎犻妷绗哄劦閵,绮夎澏铔 / 绮夎澏铔笷臎ndi茅y菕ng,Scatterdust Pok鑼卪on,bug,,"['Shed Skin', 'Friend Guard']",50.0,0.3,8.4,213,45,22,60,27,30,29,70.0,120,6,0,3840,1000000,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/b/b7/665Spewpa.png/500px-665Spewpa.png
666,Vivillon,Viviyon閵夋挶鍎為妷銊ｅ厒,褰╃矇铦 / 褰╃矇铦禖菐if臎ndi茅,Scale Pok鑼卪on,bug,flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",50.0,1.2,17.0,411,80,52,50,90,50,89,70.0,45,6,0,3840,1000000,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/4/4c/666Vivillon.png/600px-666Vivillon.png
667,Litleo,Shishiko閵堟灚鍋￠妶,灏忕崊鐛 / 灏忕嫯鐙甔i菐osh墨sh墨,Lion Cub Pok鑼卪on,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",11.2,0.6,13.5,369,62,50,58,73,54,72,70.0,220,6,0,5120,1059860,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/1/1f/667Litleo.png/600px-667Litleo.png
668,Pyroar,Kaenjishi閵堝亶閵夌偨鍋㈤妶,鐏値鐛 / 鐏値鐙瓾u菕y谩nsh墨,Royal Pok鑼卪on,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",11.2,1.5,81.5,507,86,68,72,109,66,106,70.0,65,6,0,5120,1059860,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/b/be/668Pyroar-Male.png/520px-668Pyroar-Male.png
669,Flab鑼卋鑼,Flabebe閵夋洏鍎甸妷娆嶅劌,鑺辫摀钃 / 鑺辫摀钃揌u膩b猫ib猫i,Single Bloom Pok鑼卪on,fairy,,"['Flower Veil', 'Symbiosis']",0.0,0.1,0.1,303,44,38,39,61,79,42,70.0,225,6,0,5120,1000000,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/thumb/5/52/669Flab%C3%A9b%C3%A9.png/600px-669Flab%C3%A9b%C3%A9.png
670,Floette,Floette閵夋洏鍎甸妶銊ｅ剭閵,鑺辫憠钂 / 鑺卞彾钂侶u膩y猫d矛,Fairy Pok鑼卪on,fairy,,"['Flower Veil', 'Symbiosis']",0.0,0.2,0.9,551,74,65,67,125,128,92,70.0,120,6,0,5120,1000000,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/1/17/670Floette.png
671,Florges,Florges閵夋洏鍎甸妷绗哄仮閵堁佸仯,鑺辨綌澶汉 / 鑺辨磥澶汉Hu膩ji茅f奴r茅n,Garden Pok鑼卪on,fairy,,"['Flower Veil', 'Symbiosis']",0.0,1.1,10.0,552,78,65,68,112,154,75,70.0,45,6,0,5120,1000000,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/3/37/671Florges.png
672,Skiddo,Meecle閵壜板亱閵夌鍋楅妷,鍧愰◣灏忕緤 / 鍧愰獞灏忕緤Zu貌q铆xi菐oy谩ng,Mount Pok鑼卪on,grass,,"['Sap Sipper', 'Grass Pelt']",50.0,0.9,31.0,350,66,65,48,62,57,52,70.0,200,6,0,5120,1000000,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/5/5d/672Skiddo.png/500px-672Skiddo.png
673,Gogoat,Gogoat閵堟番鍏楅妶娣厳閵,鍧愰◣灞辩緤 / 鍧愰獞灞辩緤Zu貌q铆sh膩ny谩ng,Mount Pok鑼卪on,grass,,"['Sap Sipper', 'Grass Pelt']",50.0,1.7,91.0,531,123,100,62,97,81,68,70.0,45,6,0,5120,1000000,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/b/bc/673Gogoat.png/600px-673Gogoat.png
674,Pancham,Yancham閵夈們鍏傞妷浣靛劘閵,闋戠毊鐔婅矒 / 椤界毊鐔婄尗W谩np铆xi贸ngm膩o,Playful Pok鑼卪on,fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",50.0,0.6,8.0,348,67,82,62,46,48,43,70.0,220,6,0,6400,1000000,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/1/1c/674Pancham.png/600px-674Pancham.png
675,Pangoro,Goronda閵堟番鍎归妷鐐藉剦,娴佹皳鐔婅矒 / 娴佹皳鐔婄尗Li煤m谩ngxi贸ngm膩o,Daunting Pok鑼卪on,fighting,dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",50.0,2.1,136.0,495,95,124,78,69,71,58,70.0,65,6,0,6400,1000000,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0,https://media.52poke.com/wiki/thumb/0/08/675Pangoro.png/600px-675Pangoro.png
676,Furfrou,Trimmien閵夊牄鍎堕妷鐔村亜閵,澶氶簵绫充簽 / 澶氫附绫充簹Du艒l矛m菒y脿,Poodle Pok鑼卪on,normal,,['Fur Coat'],50.0,1.2,28.0,472,75,80,60,65,90,102,70.0,160,6,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/4/49/676Furfrou.png/600px-676Furfrou.png
677,Espurr,Nyasper閵夊鍎妶骞垮劀閵,濡欏柕 / 濡欏柕Mi脿omi膩o,Restraint Pok鑼卪on,psychic,,"['Keen Eye', 'Infiltrator', 'Own Tempo']",50.0,0.3,3.5,355,62,48,54,63,60,68,70.0,190,6,0,5120,1000000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/0/09/677Espurr.png
678,Meowstic,Nyaonix閵夊鍎妶鍎栭妶鍋,瓒呰兘濡欏柕 / 瓒呰兘濡欏柕Ch膩on茅ngmi脿omi膩o,Constraint Pok鑼卪on,psychic,,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",50.0,0.6,8.5,466,74,48,76,83,81,104,70.0,75,6,0,5120,1000000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/5/58/678Meowstic-Male.png/520px-678Meowstic-Male.png
679,Honedge,Hitotsuki閵夋帇鍎撻妷鍕╁仈,鐛ㄥ妽闉 / 鐙墤闉楧煤ji脿nqi脿o,Sword Pok鑼卪on,steel,ghost,['No Guard'],50.0,0.8,2.0,325,45,80,100,35,37,28,70.0,180,6,0,5120,1000000,0.0,0.0,0.5,0.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.5,https://media.52poke.com/wiki/thumb/3/35/679Honedge.png/500px-679Honedge.png
680,Doublade,Nidangill閵夊鍎夐妷鐐藉仏閵,闆欏妽闉 / 鍙屽墤闉楽hu膩ngji脿nqi脿o,Sword Pok鑼卪on,steel,ghost,['No Guard'],50.0,0.8,4.5,448,59,110,150,45,49,35,70.0,90,6,0,5120,1000000,0.0,0.0,0.5,0.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.5,https://media.52poke.com/wiki/e/ef/680Doublade.png
681,Aegislash,Gillgard閵堝劮閵堝劮閵,鍫呯浘鍔嶆 / 鍧氱浘鍓戞狫i膩nd霉nji脿ngu脿i,Royal Sword Pok鑼卪on,steel,ghost,['Stance Change'],50.0,1.7,53.0,520,60,150,50,150,50,60,70.0,45,6,0,5120,1000000,0.0,0.0,0.5,0.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.5,https://media.52poke.com/wiki/e/ec/681Aegislash-Shield.png
682,Spritzee,Shushupu閵堟灚鍎遍妶鏋劚閵,绮夐棣 / 绮夐棣橣臎nxi膩ngxi膩ng,Perfume Pok鑼卪on,fairy,,"['Healer', 'Aroma Veil']",50.0,0.2,0.5,341,78,52,60,63,65,23,70.0,200,6,0,5120,1000000,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/thumb/6/66/682Spritzee.png/600px-682Spritzee.png
683,Aromatisse,Frefuwan閵夋洏鍎搁妷鏇樺劵閵,鑺抽绮 / 鑺抽绮綟膩ngxi膩ngj墨ng,Fragrance Pok鑼卪on,fairy,,"['Healer', 'Aroma Veil']",50.0,0.8,15.5,462,101,72,72,99,89,29,70.0,140,6,0,5120,1000000,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/d/d9/683Aromatisse.png
684,Swirlix,Peroppafu閵夋哎鍎归妷鍐﹀劀閵,缍跨犊娉¤姍 / 缁电坏娉¤姍Mi谩nmi谩np脿of煤,Cotton Candy Pok鑼卪on,fairy,,"['Sweet Veil', 'Unburden']",50.0,0.4,3.5,341,62,48,66,59,57,49,70.0,200,6,0,5120,1000000,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/thumb/b/bf/684Swirlix.png/600px-684Swirlix.png
685,Slurpuff,Peroream閵夋哎鍎归妷鍏楅妷,鑳栫敎濡 / 鑳栫敎濡甈脿ngti谩nn墨,Meringue Pok鑼卪on,fairy,,"['Sweet Veil', 'Unburden']",50.0,0.8,5.0,480,82,80,86,85,75,72,70.0,140,6,0,5120,1000000,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/8/8d/685Slurpuff.png
686,Inkay,Maaiika閵夌偑鍏楅妶銈冨厳閵,濂藉暒榄 / 濂藉暒楸縃菐ol膩y贸u,Revolving Pok鑼卪on,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",50.0,0.4,3.5,288,53,54,53,37,46,45,70.0,190,6,0,5120,1000000,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,https://media.52poke.com/wiki/thumb/7/70/686Inkay.png/600px-686Inkay.png
687,Malamar,Calamanero閵堝劦閵夌偑鍎橀妷,鐑忚硦鐜 / 涔岃醇鐜媁奴z茅iw谩ng,Overturning Pok鑼卪on,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",50.0,1.5,47.0,482,86,92,88,68,75,73,70.0,80,6,0,5120,1000000,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,https://media.52poke.com/wiki/thumb/e/e4/687Malamar.png/600px-687Malamar.png
688,Binacle,Kametete閵堝劖閵夊棎鍎,榫滆叧鑵 / 榫熻剼鑴欸u墨ji菐oji菐o,Two-Handed Pok鑼卪on,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",50.0,0.5,31.0,306,42,52,67,39,56,50,70.0,120,6,0,5120,1000000,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/5/5b/688Binacle.png
689,Barbaracle,Gamenodes閵堝劖閵夊簺鍎戦妶,榫滆冻宸ㄩ帶 / 榫熻冻宸ㄩ摖Gu墨z煤j霉k菐i,Collective Pok鑼卪on,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",50.0,1.3,96.0,500,72,105,115,54,86,68,70.0,45,6,0,5120,1000000,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/4/48/689Barbaracle.png
690,Skrelp,Kuzumo閵堝仱閵夆偓鍏,鍨冨瀮钘 / 鍨冨瀮钘籐膩l膩z菐o,Mock Kelp Pok鑼卪on,poison,water,"['Poison Point', 'Poison Touch', 'Adaptability']",50.0,0.5,7.3,320,50,60,60,60,60,30,70.0,225,6,0,5120,1000000,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/4/4e/690Skrelp.png/600px-690Skrelp.png
691,Dragalge,Dramidoro閵夊鍎甸妷鐔村剶閵,姣掕椈榫 / 姣掕椈榫橠煤z菐ol贸ng,Mock Kelp Pok鑼卪on,poison,dragon,"['Poison Point', 'Poison Touch', 'Adaptability']",50.0,1.8,81.5,494,65,75,90,97,123,44,70.0,55,6,0,5120,1000000,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.25,0.5,2.0,2.0,2.0,1.0,1.0,https://media.52poke.com/wiki/a/a9/691Dragalge.png
692,Clauncher,Udeppou閵堬负鍎戦妷鍐﹀劑閵,閻佃噦妲嶈潶 / 閾佽噦鏋櫨Ti臎b矛qi膩ngxi膩,Water Gun Pok鑼卪on,water,,['Mega Launcher'],50.0,0.5,8.3,330,50,53,62,58,63,44,70.0,225,6,0,3840,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/f/fb/692Clauncher.png/600px-692Clauncher.png
693,Clawitzer,Bloster閵夋牓鍎归妶骞垮仾閵,閶肩偖鑷傝潶 / 閽㈢偖鑷傝櫨G膩ngp脿ob矛xi膩,Howitzer Pok鑼卪on,water,,['Mega Launcher'],50.0,1.3,35.3,500,71,73,88,120,89,59,70.0,55,6,0,3840,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/d/d3/693Clawitzer.png
694,Helioptile,Erikiteru閵堛劊鍎堕妶鍎愰妷,鍌橀浕铚 / 浼炵數铚S菐ndi脿nx墨,Generator Pok鑼卪on,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",50.0,0.5,6.0,289,44,38,33,61,43,70,70.0,190,6,0,5120,1000000,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/5/51/694Helioptile.png/600px-694Helioptile.png
695,Heliolisk,Elezard閵堛劊鍎搁妶韬插厳閵,鍏夐浕鍌樿湧 / 鍏夌數浼炶湧Gu膩ngdi脿ns菐nx墨,Generator Pok鑼卪on,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",50.0,1.0,21.0,481,62,55,52,109,94,109,70.0,75,6,0,5120,1000000,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/f/f6/695Heliolisk.png
696,Tyrunt,Chigoras閵変降鍋為妷鈹垮仯,瀵跺鏆撮緧 / 瀹濆疂鏆撮緳B菐ob菐ob脿ol贸ng,Royal Heir Pok鑼卪on,rock,dragon,"['Strong Jaw', 'Sturdy']",88.1,0.8,26.0,362,58,89,77,45,45,48,70.0,45,6,0,7680,1000000,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/thumb/c/c3/696Tyrunt.png/600px-696Tyrunt.png
697,Tyrantrum,Gachigoras閵堝剨閵堟番鍎甸妶,鎬榫 / 鎬榫橤u脿i'猫l贸ng,Despot Pok鑼卪on,rock,dragon,"['Strong Jaw', 'Rock Head']",88.1,2.5,270.0,521,82,121,119,69,59,71,70.0,45,6,0,7680,1000000,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/thumb/8/8b/697Tyrantrum.png/600px-697Tyrantrum.png
698,Amaura,Amarus閵堚偓鍎妷鍋,鍐伴洩榫 / 鍐伴洩榫橞墨ngxu臎l贸ng,Tundra Pok鑼卪on,rock,ice,"['Refrigerate', 'Snow Warning']",88.1,1.3,25.2,362,77,59,50,67,63,46,70.0,45,6,0,7680,1000000,0.5,4.0,0.5,0.5,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/2/2a/698Amaura.png/600px-698Amaura.png
699,Aurorus,Amaruruga閵堚偓鍎妷鍎烽妶,鍐伴洩宸ㄩ緧 / 鍐伴洩宸ㄩ緳B墨ngxu臎j霉l贸ng,Tundra Pok鑼卪on,rock,ice,"['Refrigerate', 'Snow Warning']",88.1,2.7,225.0,521,123,77,72,99,92,58,70.0,45,6,0,7680,1000000,0.5,4.0,0.5,0.5,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/9/9e/699Aurorus.png/600px-699Aurorus.png
700,Sylveon,Nymphia閵夊鍏傞妷鏇樺亝閵,浠欏瓙浼婂竷 / 浠欏瓙浼婂竷Xi膩nz菒y墨b霉,Intertwining Pok鑼卪on,fairy,,"['Cute Charm', 'Pixilate']",88.1,1.0,23.5,525,95,65,65,110,130,60,70.0,45,6,0,8960,1000000,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/thumb/e/e8/700Sylveon.png/500px-700Sylveon.png
701,Hawlucha,Luchabull閵夊剨閵夛絻鍎㈤妷,鎽旇榉逛汉 / 鎽旇楣颁汉Shu膩iji菐oy墨ngr茅n,Wrestling Pok鑼卪on,fighting,flying,"['Limber', 'Unburden', 'Mold Breaker']",50.0,0.8,21.5,500,78,92,75,74,63,118,70.0,100,6,0,5120,1000000,1.0,0.5,2.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,0.5,2.0,https://media.52poke.com/wiki/4/44/701Hawlucha.png
702,Dedenne,Dedenne閵夊洢鍎戦妷鐐藉剺,鍜氬挌榧 / 鍜氬挌榧燚艒ngd艒ngsh菙,Antenna Pok鑼卪on,electric,fairy,"['Cheek Pouch', 'Pickup', 'Plus']",50.0,0.2,2.2,431,67,58,57,81,67,101,70.0,180,6,0,5120,1000000,1.0,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/thumb/c/c9/702Dedenne.png/500px-702Dedenne.png
703,Carbink,Melecie閵壜板劯閵堟灚鍏,灏忕閼 / 灏忕閽籜i菐osu矛zu脿n,Jewel Pok鑼卪on,rock,fairy,"['Clear Body', 'Sturdy']",,0.3,5.7,500,50,50,150,50,150,50,70.0,60,6,0,6400,1250000,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,4.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/f/fa/703Carbink.png
704,Goomy,Numera閵夊被鍎妷,榛忛粡瀵 / 榛忛粡瀹漀i谩nni谩nb菐o,Soft Tissue Pok鑼卪on,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",50.0,0.3,2.8,300,45,50,35,55,75,40,35.0,45,6,0,10240,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/2/28/704Goomy.png
705,Sliggoo,Numeil閵夊被鍎妶銈冨劮,榛忕編鍏 / 榛忕編鍎縉i谩nm臎i'茅r,Soft Tissue Pok鑼卪on,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",50.0,0.8,17.5,452,68,75,53,83,113,60,35.0,45,6,0,10240,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/9/95/705Sliggoo.png
706,Goodra,Numelgon閵夊被鍎妷鍋為妷,榛忕編榫 / 榛忕編榫橬i谩nm臎il贸ng,Dragon Pok鑼卪on,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",50.0,2.0,150.5,600,90,100,70,110,150,80,35.0,45,6,0,10240,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/d/df/706Goodra.png
707,Klefki,Cleffy閵堝劯閵夊啨鍎犻妶,閼板湀鍏 / 閽ュ湀鍎縔脿oqu膩n'茅r,Key Ring Pok鑼卪on,steel,fairy,"['Prankster', 'Magician']",50.0,0.2,3.0,470,57,80,91,80,87,75,70.0,75,6,0,5120,800000,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,https://media.52poke.com/wiki/0/04/707Klefki.png
708,Phantump,Bokurei閵夋嚎鍋楅妷鍏,灏忔湪闈 / 灏忔湪鐏礨i菐om霉l铆ng,Stump Pok鑼卪on,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",50.0,0.4,7.0,309,43,70,48,50,60,38,70.0,120,6,0,5120,1000000,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0,https://media.52poke.com/wiki/7/72/708Phantump.png
709,Trevenant,Ohrot閵堝厳閵夊剭閵,鏈芥湪濡 / 鏈芥湪濡朮i菙m霉y膩o,Elder Tree Pok鑼卪on,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",50.0,1.5,71.0,474,85,110,76,65,82,56,70.0,60,6,0,5120,1000000,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0,https://media.52poke.com/wiki/4/4b/709Trevenant.png
710,Pumpkaboo,Bakeccha閵夋劑鍋欓妷鍐﹀剨閵,鍗楃摐绮 / 鍗楃摐绮綨谩ngu膩j墨ng,Pumpkin Pok鑼卪on,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",50.0,0.8,15.0,335,59,66,70,44,55,41,70.0,120,6,0,5120,1000000,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0,https://media.52poke.com/wiki/d/df/710Pumpkaboo.png
711,Gourgeist,Pumpjin閵夋垯鍏傞妷妞煎仮閵,鍗楃摐鎬汉 / 鍗楃摐鎬汉N谩ngu膩gu脿ir茅n,Pumpkin Pok鑼卪on,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",50.0,1.7,39.0,494,85,100,122,58,75,54,70.0,60,6,0,5120,1000000,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/8/88/711Gourgeist.png/360px-711Gourgeist.png
712,Bergmite,Kachikohru閵堝剨閵堢偨鍏楅妷,鍐板 / 鍐板疂B墨ngb菐o,Ice Chunk Pok鑼卪on,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",50.0,1.0,99.5,304,55,69,85,32,35,28,70.0,190,6,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/c/c3/712Bergmite.png/500px-712Bergmite.png
713,Avalugg,Crebase閵堝劯閵夋瑣鍏楅妶,鍐板博鎬 / 鍐板博鎬狟墨ngy谩ngu脿i,Iceberg Pok鑼卪on,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",50.0,2.0,505.0,514,95,117,184,44,46,28,70.0,55,6,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/0/04/713Avalugg.png/500px-713Avalugg.png
714,Noibat,Onbat閵堝厒閵夋劑鍎嶉妷,鍡¤潬 / 鍡¤潬W膿ngf煤,Sound Wave Pok鑼卪on,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",50.0,0.5,8.0,245,40,30,35,45,40,55,70.0,190,6,0,5120,1000000,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,https://media.52poke.com/wiki/0/07/714Noibat.png
